,image,HP,HR,Glass,EV,FV,Glared,S,L
503,C:\Users\nidhimh\Documents\Face\faces\image_0415.jpg,Face is not vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
504,C:\Users\nidhimh\Documents\Face\faces\image_0416.jpg,Face is neither horizontally or vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
505,C:\Users\nidhimh\Documents\Face\faces\image_0417.jpg,Face is neither horizontally or vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
506,C:\Users\nidhimh\Documents\Face\faces\image_0418.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
507,C:\Users\nidhimh\Documents\Face\faces\image_0419.jpg,Face is not vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
508,C:\Users\nidhimh\Documents\Face\faces\image_0420.jpg,Face is not vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
509,C:\Users\nidhimh\Documents\Face\faces\image_0421.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
510,C:\Users\nidhimh\Documents\Face\faces\image_0422.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
511,C:\Users\nidhimh\Documents\Face\faces\image_0423.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
512,C:\Users\nidhimh\Documents\Face\faces\image_0424.jpg,Face is not horizontally centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
513,C:\Users\nidhimh\Documents\Face\faces\image_0425.jpg,Face is neither horizontally or vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
514,C:\Users\nidhimh\Documents\Face\faces\image_0426.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
515,C:\Users\nidhimh\Documents\Face\faces\image_0427.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
516,C:\Users\nidhimh\Documents\Face\faces\image_0428.jpg,Face is not horizontally centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
517,C:\Users\nidhimh\Documents\Face\faces\image_0429.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
518,C:\Users\nidhimh\Documents\Face\faces\image_0430.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
519,C:\Users\nidhimh\Documents\Face\faces\image_0431.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,Image is correctly lit
520,C:\Users\nidhimh\Documents\Face\faces\image_0432.jpg,Face is not horizontally centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
521,C:\Users\nidhimh\Documents\Face\faces\image_0433.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
522,C:\Users\nidhimh\Documents\Face\faces\image_0434.jpg,Face is not vertically centred,head is foreward or backward tilted and face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
523,C:\Users\nidhimh\Documents\Face\faces\image_0435.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
524,C:\Users\nidhimh\Documents\Face\faces\image_0436.jpg,Face is not vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,Image is correctly lit
525,C:\Users\nidhimh\Documents\Face\faces\image_0437.jpg,Face is horizontally and vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
526,C:\Users\nidhimh\Documents\Face\faces\image_0438.jpg,Face is horizontally and vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
527,C:\Users\nidhimh\Documents\Face\faces\image_0439.jpg,Face is neither horizontally or vertically centred,head is foreward or backward titled,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are shadows,The face is too brightly lit (possibly due to flash)
528,C:\Users\nidhimh\Documents\Face\faces\image_0440.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,Image is correctly lit
529,C:\Users\nidhimh\Documents\Face\faces\image_0441.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
530,C:\Users\nidhimh\Documents\Face\faces\image_0442.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are shadows,The face is too brightly lit (possibly due to flash)
531,C:\Users\nidhimh\Documents\Face\faces\image_0443.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
532,C:\Users\nidhimh\Documents\Face\faces\image_0444.jpg,Face is neither horizontally or vertically centred,face is turned to the side,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
533,C:\Users\nidhimh\Documents\Face\faces\image_0445.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
534,C:\Users\nidhimh\Documents\Face\faces\image_0446.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The face is too brightly lit (possibly due to flash)
535,C:\Users\nidhimh\Documents\Face\faces\image_0447.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
536,C:\Users\nidhimh\Documents\Face\faces\image_0448.jpg,Face is neither horizontally or vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,The face is too brightly lit (possibly due to flash)
537,C:\Users\nidhimh\Documents\Face\faces\image_0449.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
538,C:\Users\nidhimh\Documents\Face\faces\image_0450.jpg,Face is not vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is no glare,There are no shadows,Image is correctly lit
539,C:\Users\nidhimh\Documents\Face\faces\noface2.jpg,No face detected,No face detected,No face detected,No face detected,No face detected,No face detected,No face detected,No face detected
540,C:\Users\nidhimh\Documents\Face\faces\PassPhotoWoman.jpg,Face is horizontally and vertically centred,head and face is correctly positioned,Face does not have glasses,Eyes are not occluded,Forehead is not occluded,There is glare,There are no shadows,The image has too much light
